0,1,2,3,4,5
HP 15s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"38,890"
DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"1,09,100"
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,"84,990"
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,"1,04,090"
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,"1,07,990"
DELL Inspiron Pentium Quad Core - (4 GB/256 GB SSD/Windows 11 Home) Inspiron 3000 Thin and Light Lapto...,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"31,000"
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,Apple M1 Processor,16 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,"1,32,900"
ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"55,990"
ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ012W Thin and L...,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,,"18,990"
DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"99,900"
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"85,000"
MSI Modern 15 Ryzen 7 Octa Core Ryzen 7 5700U 5th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 A5...,AMD Ryzen 7 Octa Core Processor (5th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"64,990"
ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"2,81,990"
acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"1,43,990"
ASUS Zenbook 13 Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX325EA-KG502WS Thin an...,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,"65,900"
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"49,890"
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin a...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"72,490"
HP victus Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,"58,900"
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"49,290"
DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"1,03,490"
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"1,01,990"
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows...,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"1,04,990"
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"99,990"
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,"1,04,990"
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"36,800"
acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"42,100"
HP Envy x360 Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 11 Home) 13 x360-ay1035au 2 in 1 Lapt...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"77,500"
DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"44,490"
DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"44,190"
DELL Vostro Ryzen 3 Dual Core R3-3250U - (8 GB/1 TB HDD/Windows 11 Home) Vostro 3405 Thin and Light La...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,"35,000"
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"42,690"
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Lap...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"38,000"
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,AMD Ryzen 9 Octa Core Processor (5th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"1,29,990"
HP Pavilion Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"56,000"
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,"44,500"
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 250 G8 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"39,890"
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,"45,999"
ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X415FA-BV311T Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,"31,990"
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,"49,990"
HP 14s Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"25,990"
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"46,490"
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-BQ312WS Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,"34,490"
acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Ligh...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"64,200"
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"57,990"
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"56,990"
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 351...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,"62,500"
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"38,690"
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"35,990"
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1010TU Thin and Light Lap...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"79,000"
HP Pavilion x360 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy1009TU Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"75,900"
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0186TU 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"59,300"
HP 15s Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"53,690"
DELL 3511 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) 3511 Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,"69,899"
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"78,500"
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) INSPIRON 5518 Thin a...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"73,850"
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and ...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"63,500"
DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3401 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,"43,500"
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and...,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"35,990"
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Lapt...,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,"42,990"
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"39,790"
HP Omen Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) ...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"1,24,999"
DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD,"42,500"
DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light L...,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,"43,090"
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"62,490"
DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Lapt...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"79,990"
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"42,199"
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"40,400"
MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"2,75,990"
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,"62,190"
Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 81WB018UIN | 81WB01E7IN Thin and Light Lapto...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,"36,990"
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Lap...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"33,990"
HP 15s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"45,900"
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3511 Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,"57,990"
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,"46,890"
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"46,990"
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) P...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"1,29,490"
Lenovo Legion 5 Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) Legion 5 15I...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"1,05,990"
ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK103WS Thin and Light L...,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"33,500"
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEvo A13MT-278IN Thin and Light L...,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,"1,44,990"
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 5420 Business Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,"80,990"
MSI Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-436IN Thin and Light Laptop,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"65,990"
ASUS Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4G...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"91,400"
ASUS Ryzen 9 Octa Core - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070TI) ...,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,"1,84,990"
Lenovo Thinkbook Gen 2 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) TB14G2ITL Business Laptop,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,"1,38,000"
Lenovo Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G3 ACL Thin and Light Laptop,AMD Ryzen 3 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"32,990"
ASUS Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY522WS Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"66,990"
ASUS Ryzen 5 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Laptop,AMD Ryzen 5 Octa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"52,990"
ASUS Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) M1405YAKM541WS Laptop,AMD Ryzen 5 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"68,999"
HP Athlon Dual Core - (4 GB/256 GB HDD/256 GB SSD/DOS) 255 G8 Notebook Business Laptop,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS Operating System,256 GB HDD|256 GB SSD,"29,000"
HP Celeron Dual Core - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Thin and Light Laptop,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome Operating System,,"30,016"
Avita PURA E 14 Ryzen 5 Quad Core 3rd Gen - (8 GB/512 GB SSD/Windows 10) NS14A6INV561-SGC Thin and Lig...,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,"32,500"
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY542WS Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"62,990"
HP Ryzen 3 Dual Core - (4 GB/1 TB HDD/Windows 11 Home) 245 G8 Notebook,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD,"26,989"
Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"59,390"
HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"41,999"
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050Ti- 4...,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"94,500"
ASUS Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK542WS Laptop,AMD Ryzen 5 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"61,500"
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapt...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"86,290"
ASUS Ryzen 5 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/AMD Radeon) M3500QC-L1501WS Gaming Laptop,AMD Ryzen 5 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"76,900"
Lenovo Ryzen 3 Quad Core - (8 GB/512 GB SSD/DOS) 21A4A08XIH Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,DOS Operating System,512 GB SSD,"36,500"
ASUS Vivobook GO 14 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK323WS...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,"40,390"
acer Extensa Core i3 - (8 GB/512 GB SSD/Windows 11 Home) EX215-33 Notebook,Intel Core i3 Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,"36,990"
HP Core i3 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10) 250 G8 Notebook Business Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB HDD|512 GB SSD,"58,020"
acer Extensa Core i3 - (8 GB/256 GB SSD/Windows 11 Home) EX215-33 Notebook,Intel Core i3 Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,256 GB SSD,"34,990"
ASUS ROG Zephyrus Duo 16 Ryzen 9 16 Core 7945HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDI...,AMD Ryzen 9 16 Core Processor,32 GB DDR5 RAM,Windows 11 Operating System,2 TB SSD,"4,29,990"
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050Ti- 4...,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"94,220"
Lenovo IdeaPad 1 Celeron Dual Core - (4 GB/128 GB SSD/Windows 10 Home) IdeaPad D330 2 in 1 Laptop,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,"20,990"
Lenovo Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"69,525"
ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZAEJ323WS Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"43,500"
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"45,490"
HP Laptop with Backlit Keyboard Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2649tu Thin...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"44,990"
